"BehaviorSpace results (NetLogo 6.0)"
"Fire.nlogo"
"experiment"
"12/13/2017 15:20:10:222 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-125","125","-125","125"
"[run number]","1","1","1","2","2","2","3","3","3","4","4","4","5","5","5","6","6","6","7","7","7","8","8","8","9","9","9"
"density","10",,,"20",,,"30",,,"40",,,"50",,,"60",,,"70",,,"80",,,"90",,
"[reporter]","burned-trees","initial-trees","(burned-trees / initial-trees) * 100","burned-trees","initial-trees","(burned-trees / initial-trees) * 100","burned-trees","initial-trees","(burned-trees / initial-trees) * 100","burned-trees","initial-trees","(burned-trees / initial-trees) * 100","burned-trees","initial-trees","(burned-trees / initial-trees) * 100","burned-trees","initial-trees","(burned-trees / initial-trees) * 100","burned-trees","initial-trees","(burned-trees / initial-trees) * 100","burned-trees","initial-trees","(burned-trees / initial-trees) * 100","burned-trees","initial-trees","(burned-trees / initial-trees) * 100"
,,,,,,,,,,,,,,,,"7194","37688","19.08830396943324","18290","43874","41.68755983042349","24085","50229","47.95038722650261","29286","56347","51.97437308108683"
,,,,,,,,,,,,,,,,"7234","37688","19.194438548078967","18433","43874","42.01349318502986","24274","50229","48.3266638794322","29501","56347","52.35593731698227"
,,,,,,,,,,,,,,,,"7272","37688","19.295266397792403","18576","43874","42.339426539636236","24458","50229","48.69298612355412","29718","56347","52.741050987630224"
,,,,,,,,,,,,,,,,"7314","37688","19.406707705370412","18721","43874","42.669918402698634","24634","50229","49.04338131358379","29933","56347","53.12261522352565"
,,,,,,,,,,,,,,,,"7362","37688","19.53406919974528","18868","43874","43.004968774217076","24794","50229","49.361922395428934","30140","56347","53.48998172041103"
,,,,,,,,,,,,,,,,"7408","37688","19.65612396518786","19025","43874","43.36281168801568","24961","50229","49.69439964960481","30361","56347","53.882194260564006"
,,,,,,,,,,,,,,,,"7457","37688","19.786138824028868","19192","43874","43.74344714409445","25127","50229","50.02488602201915","30573","56347","54.25843434433067"
,,,,,,,,,,,,,,,,"7502","37688","19.905540225005307","19357","43874","44.11952409171719","25305","50229","50.37926297557188","30785","56347","54.63467442809733"
,,,,,,,,,,,,,,,,"7539","37688","20.003714710252602","19536","43874","44.52751059853216","25495","50229","50.757530510262995","30992","56347","55.0020409249827"
,,,,,,,,,,,,,,,,"7583","37688","20.120462746762897","19714","43874","44.93321785111911","25674","50229","51.113898345577255","31200","56347","55.371182139244326"
,,,,,,,,,,,,,,,,"7625","37688","20.231904054340905","19873","43874","45.29561927337375","25847","50229","51.45832089032233","31414","56347","55.7509716577635"
,,,,,,,,,,,,,,,,"7668","37688","20.345998726385055","20012","43874","45.61243561106806","26002","50229","51.76690756335981","31632","56347","56.13786004578771"
,,,,,,,,,,,,,,,,"7722","37688","20.48928040755678","20148","43874","45.92241418607831","26176","50229","52.11332098986641","31848","56347","56.52119899905939"
,,,,,,,,,,,,,,,,"7770","37688","20.616641901931647","20284","43874","46.23239276108857","26359","50229","52.4776523522268","32070","56347","56.91518625658863"
,,,,,,,,,,,,,,,,"7819","37688","20.746656760772662","20438","43874","46.583397912203125","26553","50229","52.86388341396404","32295","56347","57.31449766624665"
,,,,,,,,,,,,,,,,"7868","37688","20.87667161961367","20568","43874","46.87970096184528","26742","50229","53.24016006689363","32511","56347","57.69783661951834"
,,,,,,,,,,,,,,,,"7928","37688","21.035873487582254","20702","43874","47.18512102839951","26933","50229","53.62041848334628","32721","56347","58.07052726853249"
,,,,,,,,,,,,,,,,"7994","37688","21.210995542347696","20827","43874","47.470027806901584","27115","50229","53.98275896394513","32933","56347","58.44676735229915"
,,,,,,,,,,,,,,,,"8065","37688","21.399384419443855","20944","43874","47.736700551579524","27294","50229","54.3391267992594","33151","56347","58.83365574032335"
,,,,,,,,,,,,,,,,"8128","37688","21.56654638081087","21062","43874","48.005652550485486","27467","50229","54.683549344004454","33376","56347","59.23296714998136"
,,,,,,,,,,,,,,,,"8183","37688","21.712481426448736","21173","43874","48.258649769795326","27652","50229","55.051862469887915","33597","56347","59.625179690134345"
,,,,,,,,,,,,,,,,"8234","37688","21.847803014222034","21266","43874","48.470620413000866","27830","50229","55.40623942344064","33813","56347","60.00851864340604"
,,,,,,,,,,,,,,,,"8277","37688","21.961897686266184","21371","43874","48.70994210694261","28004","50229","55.75265284994724","34029","56347","60.39185759667773"
,,,,,,,,,,,,,,,,"8320","37688","22.075992358310337","21478","43874","48.95382230934038","28174","50229","56.09110274940772","34239","56347","60.76454824569188"
,,,,,,,,,,,,,,,,"8354","37688","22.1662067501592","21595","43874","49.22049505401833","28337","50229","56.41561647653746","34444","56347","61.12836530782473"
,,,,,,,,,,,,,,,,"8386","37688","22.25111441307578","21719","43874","49.50312257829238","28515","50229","56.76999343009018","34651","56347","61.4957318047101"
,,,,,,,,,,,,,,,,"8424","37688","22.35194226278922","21855","43874","49.81310115330264","28693","50229","57.12437038364292","34871","56347","61.88616962748682"
,,,,,,,,,,,,,,,,"8463","37688","22.455423476968797","21980","43874","50.09800793180471","28876","50229","57.4887017460033","35089","56347","62.273058015511026"
,,,,,,,,,,,,,,,,"8496","37688","22.54298450435152","22130","43874","50.43989606600721","29054","50229","57.84307869955604","35302","56347","62.65107281665395"
,,,,,,,,,,,,,,,,"8529","37688","22.63054553173424","22255","43874","50.72480284450928","29223","50229","58.17953771725497","35513","56347","63.02553818304435"
,,,,,,,,,,,,,,,,"8554","37688","22.696879643387817","22406","43874","51.06897023293978","29398","50229","58.5279420255231","35721","56347","63.39467939730598"
,,,,,,,,,,,,,,,,"8578","37688","22.76056039057525","22555","43874","51.40857911291425","29562","50229","58.85444663441438","35930","56347","63.76559532894387"
,,,,,,,,,,,,,,,,"8612","37688","22.850774782424114","22707","43874","51.75502575557278","29733","50229","59.19488741563639","36140","56347","64.138285977958"
,,,,,,,,,,,,,,,,"8644","37688","22.935682445340692","22849","43874","52.07867985595114","29909","50229","59.54528260566605","36358","56347","64.52517436598222"
,,,,,,,,,,,,,,,,"8677","37688","23.02324347272341","22996","43874","52.41373022746957","30091","50229","59.907623086264906","36564","56347","64.89076614549133"
,,,,,,,,,,,,,,,,"8706","37688","23.100191042241562","23130","43874","52.7191502940238","30273","50229","60.26996356686376","36771","56347","65.2581326423767"
,,,,,,,,,,,,,,,,"8738","37688","23.18509870515814","23260","43874","53.01545334366595","30447","50229","60.616376993370366","36970","56347","65.611301400252"
,,,,,,,,,,,,,,,,"8765","37688","23.256739545744004","23378","43874","53.28440534257191","30624","50229","60.96876306516156","37180","56347","65.98399204926615"
,,,,,,,,,,,,,,,,"8792","37688","23.328380386329865","23506","43874","53.57614988375804","30801","50229","61.321149136952755","37402","56347","66.3779793067954"
,,,,,,,,,,,,,,,,"8820","37688","23.40267459138187","23644","43874","53.89068696722432","30982","50229","61.681498735790086","37621","56347","66.76664241219585"
,,,,,,,,,,,,,,,,"8854","37688","23.492888983230735","23782","43874","54.20522405069062","31150","50229","62.01596687172749","37842","56347","67.15885495234883"
,,,,,,,,,,,,,,,,"8892","37688","23.59371683294417","23900","43874","54.474176049596565","31323","50229","62.36038941647255","38066","56347","67.5563916446306"
,,,,,,,,,,,,,,,,"8929","37688","23.691891318191466","24017","43874","54.74084879427451","31499","50229","62.71078460650222","38284","56347","67.9432800326548"
,,,,,,,,,,,,,,,,"8962","37688","23.779452345574185","24135","43874","55.009800793180474","31678","50229","63.067152441816475","38498","56347","68.32306955117397"
,,,,,,,,,,,,,,,,"8992","37688","23.85905327955848","24266","43874","55.30838309705064","31860","50229","63.42949292241534","38700","56347","68.68156246117806"
,,,,,,,,,,,,,,,,"9019","37688","23.930694120144345","24394","43874","55.60012763823677","32028","50229","63.76396105835275","38901","56347","69.03828065380588"
,,,,,,,,,,,,,,,,"9045","37688","23.999681596264065","24519","43874","55.88503441673885","32197","50229","64.10042007605168","39102","56347","69.39499884643371"
,,,,,,,,,,,,,,,,"9078","37688","24.087242623646784","24640","43874","56.16082417832885","32361","50229","64.42692468494296","39306","56347","69.75704119119031"
,,,,,,,,,,,,,,,,"9108","37688","24.166843557631076","24769","43874","56.45484797374299","32523","50229","64.74944753031117","39525","56347","70.14570429659076"
,,,,,,,,,,,,,,,,"9138","37688","24.246444491615367","24900","43874","56.75343027761317","32698","50229","65.0978518385793","39744","56347","70.53436740199123"
,,,,,,,,,,,,,,,,"9165","37688","24.318085332201232","25041","43874","57.074805123763504","32880","50229","65.46019231917816","39969","56347","70.93367881164924"
,,,,,,,,,,,,,,,,"9200","37688","24.410953088516237","25186","43874","57.40529698682592","33058","50229","65.81456927273089","40188","56347","71.32234191704971"
,,,,,,,,,,,,,,,,"9236","37688","24.506474209297387","25343","43874","57.763139900624516","33235","50229","66.1669553445221","40393","56347","71.68615897918257"
,,,,,,,,,,,,,,,,"9275","37688","24.60995542347697","25497","43874","58.11414505173907","33405","50229","66.50540524398257","40589","56347","72.0340035849291"
,,,,,,,,,,,,,,,,"9310","37688","24.702823179791977","25633","43874","58.42412362674933","33568","50229","66.8299189711123","40784","56347","72.38007347329938"
,,,,,,,,,,,,,,,,"9344","37688","24.79303757164084","25773","43874","58.74321921867165","33733","50229","67.15841446176512","40992","56347","72.74921468756101"
,,,,,,,,,,,,,,,,"9379","37688","24.885905327955847","25916","43874","59.069152573278025","33897","50229","67.48491907065639","41196","56347","73.1112570323176"
,,,,,,,,,,,,,,,,"9415","37688","24.981426448736997","26066","43874","59.41104070748051","34070","50229","67.82934161540146","41397","56347","73.46797522494542"
,,,,,,,,,,,,,,,,"9453","37688","25.082254298450437","26197","43874","59.709623011350686","34241","50229","68.16978239662348","41601","56347","73.83001756970202"
,,,,,,,,,,,,,,,,"9487","37688","25.172468690299297","26333","43874","60.019601586360935","34418","50229","68.52216846841466","41803","56347","74.18851047970611"
,,,,,,,,,,,,,,,,"9511","37688","25.23614943748673","26471","43874","60.33413866982723","34591","50229","68.86659101315973","42014","56347","74.5629758460965"
,,,,,,,,,,,,,,,,"9533","37688","25.29452345574188","26605","43874","60.63955873638146","34758","50229","69.1990682673356","42213","56347","74.91614460397182"
,,,,,,,,,,,,,,,,"9558","37688","25.360857567395456","26740","43874","60.9472580571637","34923","50229","69.5275637579884","42430","56347","75.30125827461977"
,,,,,,,,,,,,,,,,"9580","37688","25.419231585650603","26871","43874","61.24584036103386","35099","50229","69.87795894801808","42647","56347","75.68637194526772"
,,,,,,,,,,,,,,,,"9602","37688","25.47760560390575","27003","43874","61.54670191913206","35276","50229","70.23034501980928","42870","56347","76.0821339201732"
,,,,,,,,,,,,,,,,"9621","37688","25.52801952876247","27146","43874","61.87263527373843","35442","50229","70.5608313922236","43081","56347","76.45659928656362"
,,,,,,,,,,,,,,,,"9641","37688","25.581086818085332","27289","43874","62.19856862834481","35612","50229","70.89928129168409","43296","56347","76.83816352245904"
,,,,,,,,,,,,,,,,"9667","37688","25.650074294205048","27423","43874","62.50398869489903","35781","50229","71.23574030938302","43513","56347","77.223277193107"
,,,,,,,,,,,,,,,,"9700","37688","25.73763532158777","27567","43874","62.83220130373341","35955","50229","71.58215373588963","43734","56347","77.61548973325998"
,,,,,,,,,,,,,,,,"9742","37688","25.849076629165786","27705","43874","63.146738387199704","36134","50229","71.93852157120388","43959","56347","78.01480114291799"
,,,,,,,,,,,,,,,,"9787","37688","25.968478030142222","27838","43874","63.44987919952592","36314","50229","72.29688028827968","44176","56347","78.39991481356594"
,,,,,,,,,,,,,,,,"9833","37688","26.090532795584803","27970","43874","63.7507407576241","36493","50229","72.65324812359394","44385","56347","78.77083074520382"
,,,,,,,,,,,,,,,,"9882","37688","26.220547654425815","28108","43874","64.06527784109039","36666","50229","72.99767066833901","44592","56347","79.13819724208919"
,,,,,,,,,,,,,,,,"9926","37688","26.33729569093611","28249","43874","64.38665268724073","36841","50229","73.34607497660713","44797","56347","79.50201430422206"
,,,,,,,,,,,,,,,,"9960","37688","26.427510082784973","28389","43874","64.70574827916306","37022","50229","73.70642457544446","45009","56347","79.87825438798872"
,,,,,,,,,,,,,,,,"9987","37688","26.499150923370834","28512","43874","64.9860965492091","37208","50229","74.07672858308945","45218","56347","80.2491703196266"
,,,,,,,,,,,,,,,,"10019","37688","26.584058586287412","28637","43874","65.27100332771117","37391","50229","74.44105994544984","45428","56347","80.62186096864075"
,,,,,,,,,,,,,,,,"10053","37688","26.674272978136276","28761","43874","65.55363085198523","37569","50229","74.79543689900257","45642","56347","81.00165048715992"
,,,,,,,,,,,,,,,,"10089","37688","26.769794098917426","28889","43874","65.84537539317135","37730","50229","75.11596886260925","45845","56347","81.36191811454026"
,,,,,,,,,,,,,,,,"10131","37688","26.881235406495435","29029","43874","66.16447098509369","37893","50229","75.440482589739","46046","56347","81.71863630716808"
,,,,,,,,,,,,,,,,"10170","37688","26.984716620675016","29164","43874","66.47217030587592","38058","50229","75.7689780803918","46258","56347","82.09487639093474"
,,,,,,,,,,,,,,,,"10200","37688","27.064317554659308","29319","43874","66.82545471121848","38230","50229","76.11140974337533","46468","56347","82.46756703994889"
,,,,,,,,,,,,,,,,"10234","37688","27.154531946508172","29455","43874","67.13543328622875","38413","50229","76.47574110573572","46683","56347","82.84913127584433"
,,,,,,,,,,,,,,,,"10268","37688","27.244746338357036","29595","43874","67.45452887815107","38599","50229","76.84604511338071","46903","56347","83.23956909862105"
,,,,,,,,,,,,,,,,"10290","37688","27.303120356612183","29740","43874","67.78502074121347","38780","50229","77.20639471221804","47125","56347","83.63355635615028"
,,,,,,,,,,,,,,,,"10316","37688","27.372107832731906","29885","43874","68.11551260427589","38964","50229","77.57271695633996","47349","56347","84.03109304843204"
,,,,,,,,,,,,,,,,"10348","37688","27.457015495648484","30031","43874","68.4482837215663","39139","50229","77.92112126460809","47564","56347","84.41265728432748"
,,,,,,,,,,,,,,,,"10382","37688","27.54722988749735","30175","43874","68.77649633040069","39305","50229","78.25160763702243","47768","56347","84.77469962908407"
,,,,,,,,,,,,,,,,"10413","37688","27.629484185947785","30320","43874","69.10698819346311","39466","50229","78.57213960062911","47983","56347","85.1562638649795"
,,,,,,,,,,,,,,,,"10443","37688","27.709085119932077","30447","43874","69.3964534804212","39641","50229","78.92054390889726","48196","56347","85.53427866612242"
,,,,,,,,,,,,,,,,"10471","37688","27.783379324984082","30579","43874","69.69731503851939","39801","50229","79.2390849907424","48409","56347","85.91229346726533"
,,,,,,,,,,,,,,,,"10500","37688","27.86032689450223","30732","43874","70.04604093540594","39966","50229","79.56758048139521","48629","56347","86.30273129004206"
,,,,,,,,,,,,,,,,"10533","37688","27.947887921884952","30890","43874","70.40616310343256","40139","50229","79.91200302614028","48842","56347","86.68074609118499"
,,,,,,,,,,,,,,,,"10570","37688","28.046062407132244","31049","43874","70.7685645256872","40314","50229","80.26040733440841","49049","56347","87.04811258807035"
,,,,,,,,,,,,,,,,"10608","37688","28.14689025684568","31195","43874","71.10133564297762","40489","50229","80.60881164267654","49262","56347","87.42612738921326"
,,,,,,,,,,,,,,,,"10640","37688","28.231797919762258","31335","43874","71.42043123489994","40655","50229","80.93929801509088","49480","56347","87.81301577723748"
,,,,,,,,,,,,,,,,"10677","37688","28.329972405009553","31463","43874","71.71217577608606","40823","50229","81.2737661510283","49693","56347","88.19103057838039"
,,,,,,,,,,,,,,,,"10711","37688","28.420186796858417","31589","43874","71.99936180881615","40996","50229","81.61818869577336","49907","56347","88.57082009689957"
,,,,,,,,,,,,,,,,"10748","37688","28.518361282105708","31719","43874","72.29566485845831","41180","50229","81.98451093989529","50121","56347","88.95060961541874"
,,,,,,,,,,,,,,,,"10783","37688","28.611229038420717","31859","43874","72.61476045038063","41352","50229","82.32694260287882","50336","56347","89.33217385131418"
,,,,,,,,,,,,,,,,"10817","37688","28.70144343026958","31996","43874","72.9270182796189","41524","50229","82.66937426586234","50545","56347","89.70308978295206"
,,,,,,,,,,,,,,,,"10856","37688","28.80492464444916","32137","43874","73.24839312576925","41699","50229","83.01777857413049","50761","56347","90.08642873622375"
,,,,,,,,,,,,,,,,"10888","37688","28.889832307365737","32277","43874","73.56748871769157","41889","50229","83.3960461088216","50977","56347","90.46976768949546"
,,,,,,,,,,,,,,,,"10921","37688","28.977393334748463","32423","43874","73.900259834982","42074","50229","83.76435923470505","51193","56347","90.85310664276713"
,,,,,,,,,,,,,,,,"10956","37688","29.070261091063472","32568","43874","74.2307516980444","42253","50229","84.12072707001931","51412","56347","91.2417697481676"
,,,,,,,,,,,,,,,,"10992","37688","29.165782211844622","32715","43874","74.56580206956284","42436","50229","84.4850584323797","51625","56347","91.61978454931052"
,,,,,,,,,,,,,,,,"11030","37688","29.266610061558058","32874","43874","74.92820349181748","42626","50229","84.86332596707081","51833","56347","91.98892576357215"
,,,,,,,,,,,,,,,,"11070","37688","29.37274464020378","33023","43874","75.26781237179195","42813","50229","85.23562085647734","52047","56347","92.36871528209133"
,,,,,,,,,,,,,,,,"11112","37688","29.48418594778179","33174","43874","75.61197976022245","42994","50229","85.59597045531466","52269","56347","92.76270253962056"
,,,,,,,,,,,,,,,,"11153","37688","29.592973890893653","33321","43874","75.94703013174089","43172","50229","85.95034740886739","52492","56347","93.15846451452606"
,,,,,,,,,,,,,,,,"11192","37688","29.696455105073234","33470","43874","76.28663901171537","43347","50229","86.29875171713553","52703","56347","93.53292988091646"
,,,,,,,,,,,,,,,,"11224","37688","29.781362767989812","33611","43874","76.60801385786571","43508","50229","86.6192836807422","52908","56347","93.89674694304931"
,,,,,,,,,,,,,,,,"11264","37688","29.887497346635534","33751","43874","76.92710944978803","43684","50229","86.96967887077186","53122","56347","94.2765364615685"
,,,,,,,,,,,,,,,,"11299","37688","29.98036510295054","33883","43874","77.22797100788623","43863","50229","87.32604670608612","53326","56347","94.63857880632509"
,,,,,,,,,,,,,,,,"11339","37688","30.086499681596262","34006","43874","77.50831927793226","44049","50229","87.6963507137311","53536","56347","95.01126945533925"
,,,,,,,,,,,,,,,,"11379","37688","30.192634260241984","34153","43874","77.8433696494507","44220","50229","88.03679149495312","53756","56347","95.40170727811595"
,,,,,,,,,,,,,,,,"11426","37688","30.31734239015071","34302","43874","78.18297852942517","44388","50229","88.37125963089052","53976","56347","95.79214510089268"
,,,,,,,,,,,,,,,,"11469","37688","30.43143706219486","34437","43874","78.49067785020742","44558","50229","88.70970953035099","54188","56347","96.16838518465934"
,,,,,,,,,,,,,,,,"11519","37688","30.56410528550202","34569","43874","78.7915394083056","44742","50229","89.07603177447292","54402","56347","96.54817470317852"
,,,,,,,,,,,,,,,,"11571","37688","30.70208023774146","34706","43874","79.10379723754387","44920","50229","89.43040872802564","54614","56347","96.92441478694518"
,,,,,,,,,,,,,,,,"11615","37688","30.818828274251754","34841","43874","79.4114965583261","45115","50229","89.81863067152442","54814","56347","97.27935826219675"
,,,,,,,,,,,,,,,,"11657","37688","30.930269581829762","34974","43874","79.71463737065233","45303","50229","90.19291644269248","55013","56347","97.63252702007206"
,,,,,,,,,,,,,,,,"11697","37688","31.036404160475485","35094","43874","79.98814787801432","45475","50229","90.53534810567601","55223","56347","98.00521766908619"
,,,,,,,,,,,,,,,,"11735","37688","31.13723201018892","35235","43874","80.30952272416465","45648","50229","90.87977065042108","55439","56347","98.3885566223579"
,,,,,,,,,,,,,,,,"11777","37688","31.24867331776693","35382","43874","80.64457309568309","45831","50229","91.24410201278145","55655","56347","98.77189557562957"
,,,,,,,,,,,,,,,,"11812","37688","31.341541074081935","35524","43874","80.96822719606145","46020","50229","91.62037866571104","55859","56347","99.13393792038619"
,,,,,,,,,,,,,,,,"11852","37688","31.447675652727657","35661","43874","81.28048502529973","46205","50229","91.9886917915945","56033","56347","99.44273874385505"
,,,,,,,,,,,,,,,,"11903","37688","31.582997240500955","35787","43874","81.56767105802982","46393","50229","92.36297756276255","56162","56347","99.6716772853923"
,,,,,,,,,,,,,,,,"11950","37688","31.707705370409677","35908","43874","81.84346081961982","46565","50229","92.70540922574608","56258","56347","99.84205015351306"
,,,,,,,,,,,,,,,,"11995","37688","31.827106771386116","36025","43874","82.11013356429775","46735","50229","93.04385912520655","56313","56347","99.93965960920723"
,,,,,,,,,,,,,,,,"12038","37688","31.941201443430266","36138","43874","82.36768929206364","46910","50229","93.39226343347468","56337","56347","99.98225282623741"
,,,,,,,,,,,,,,,,"12082","37688","32.05794947994057","36254","43874","82.63208278251356","47078","50229","93.7267315694121","56345","56347","99.99645056524749"
,,,,,,,,,,,,,,,,"12130","37688","32.185310974315435","36376","43874","82.91015179833158","47247","50229","94.06319058711104","56345","56347","99.99645056524749"
,,,,,,,,,,,,,,,,"12184","37688","32.32859265548716","36486","43874","83.16086976341342","47421","50229","94.40960401361764","56345","56347","99.99645056524749"
,,,,,,,,,,,,,,,,"12232","37688","32.45595414986202","36612","43874","83.4480557961435","47596","50229","94.75800832188577","56345","56347","99.99645056524749"
,,,,,,,,,,,,,,,,"12286","37688","32.59923583103375","36735","43874","83.72840406618954","47768","50229","95.1004399848693","56345","56347","99.99645056524749"
,,,,,,,,,,,,,,,,"12336","37688","32.7319040543409","36866","43874","84.02698637005972","47934","50229","95.43092635728364","56345","56347","99.99645056524749"
,,,,,,,,,,,,,,,,"12388","37688","32.86987900658034","37000","43874","84.33240643661394","48105","50229","95.77136713850565","56345","56347","99.99645056524749"
,,,,,,,,,,,,,,,,"12433","37688","32.989280407556784","37131","43874","84.63098874048411","48275","50229","96.10981703796611","56345","56347","99.99645056524749"
,,,,,,,,,,,,,,,,"12470","37688","33.087454892804075","37266","43874","84.93868806126635","48443","50229","96.44428517390352","56345","56347","99.99645056524749"
,,,,,,,,,,,,,,,,"12512","37688","33.19889620038208","37409","43874","85.26462141587272","48613","50229","96.782735073364","56345","56347","99.99645056524749"
,,,,,,,,,,,,,,,,"12552","37688","33.3050307790278","37546","43874","85.576879245111","48797","50229","97.14905731748591","56345","56347","99.99645056524749"
,,,,,,,,,,,,,,,,"12600","37688","33.43239227340267","37698","43874","85.92332588776952","48969","50229","97.49148898046946","56345","56347","99.99645056524749"
,,,,,,,,,,,,,,,,"12656","37688","33.58098068350668","37857","43874","86.28572731002416","49138","50229","97.82794799816838","56345","56347","99.99645056524749"
,,,,,,,,,,,,,,,,"12703","37688","33.705688813415414","38024","43874","86.66636276610294","49287","50229","98.12458938063668",,,
,,,,,,,,,,,,,,,,"12751","37688","33.83305030779028","38184","43874","87.03104344258558","49418","50229","98.38539489139741",,,
,,,,,,,,,,,,,,,,"12801","37688","33.96571853109743","38340","43874","87.38660710215618","49538","50229","98.62430070278127",,,
,,,,,,,,,,,,,,,,"12851","37688","34.098386754404586","38493","43874","87.73533299904271","49654","50229","98.855242987119",,,
,,,,,,,,,,,,,,,,"12901","37688","34.231054977711736","38649","43874","88.0908966586133","49765","50229","99.07623086264906",,,
,,,,,,,,,,,,,,,,"12951","37688","34.36372320101889","38799","43874","88.4327847928158","49861","50229","99.26735551175616",,,
,,,,,,,,,,,,,,,,"12998","37688","34.48843133092762","38962","43874","88.8043032319825","49941","50229","99.42662605267873",,,
,,,,,,,,,,,,,,,,"13041","37688","34.602526002971764","39103","43874","89.12567807813284","49999","50229","99.5420971948476",,,
,,,,,,,,,,,,,,,,"13078","37688","34.70070048821906","39247","43874","89.45389068696721","50036","50229","99.61575982002428",,,
,,,,,,,,,,,,,,,,"13114","37688","34.79622160900021","39387","43874","89.77298627888955","50064","50229","99.67150450934719",,,
,,,,,,,,,,,,,,,,"13147","37688","34.88378263638293","39529","43874","90.0966403792679","50084","50229","99.71132214457784",,,
,,,,,,,,,,,,,,,,"13180","37688","34.97134366376565","39657","43874","90.38838492045403","50099","50229","99.74118537100082",,,
,,,,,,,,,,,,,,,,"13215","37688","35.06421142008066","39784","43874","90.67785020741213","50104","50229","99.75113977980847",,,
,,,,,,,,,,,,,,,,"13253","37688","35.1650392697941","39903","43874","90.94908146054611","50106","50229","99.75512154333154",,,
,,,,,,,,,,,,,,,,"13292","37688","35.26852048397368","40021","43874","91.21803345945206","50107","50229","99.75711242509307",,,
,,,,,,,,,,,,,,,,"13329","37688","35.36669496922097","40133","43874","91.47330993298992","50108","50229","99.7591033068546",,,
,,,,,,,,,,,,,,,,"13364","37688","35.45956272553598","40248","43874","91.73542416921183","50108","50229","99.7591033068546",,,
,,,,,,,,,,,,,,,,"13403","37688","35.56304393971556","40365","43874","92.00209691388977","50108","50229","99.7591033068546",,,
,,,,,,,,,,,,,,,,"13441","37688","35.663871789428995","40478","43874","92.25965264165565","50108","50229","99.7591033068546",,,
,,,,,,,,,,,,,,,,"13487","37688","35.78592655487158","40599","43874","92.53544240324565","50108","50229","99.7591033068546",,,
,,,,,,,,,,,,,,,,"13542","37688","35.93186160050944","40720","43874","92.81123216483567","50108","50229","99.7591033068546",,,
,,,,,,,,,,,,,,,,"13597","37688","36.07779664614731","40844","43874","93.09385968910972","50108","50229","99.7591033068546",,,
,,,,,,,,,,,,,,,,"13648","37688","36.21311823392061","40973","43874","93.38788348452385","50108","50229","99.7591033068546",,,
,,,,,,,,,,,,,,,,"13689","37688","36.321906177032474","41110","43874","93.70014131376215","50108","50229","99.7591033068546",,,
,,,,,,,,,,,,,,,,"13732","37688","36.43600084907663","41253","43874","94.02607466836851","50108","50229","99.7591033068546",,,
,,,,,,,,,,,,,,,,"13766","37688","36.52621524092549","41397","43874","94.3542872772029","50108","50229","99.7591033068546",,,
,,,,,,,,,,,,,,,,"13804","37688","36.62704309063893","41544","43874","94.68933764872133","50108","50229","99.7591033068546",,,
,,,,,,,,,,,,,,,,"13843","37688","36.730524304818516","41687","43874","95.01527100332771","50108","50229","99.7591033068546",,,
,,,,,,,,,,,,,,,,"13887","37688","36.847272341328804","41820","43874","95.31841181565392",,,,,,
,,,,,,,,,,,,,,,,"13935","37688","36.97463383570367","41946","43874","95.60559784838401",,,,,,
,,,,,,,,,,,,,,,,"13985","37688","37.10730205901083","42060","43874","95.86543283037791",,,,,,
,,,,,,,,,,,,,,,,"14032","37688","37.23201018891955","42173","43874","96.12298855814377",,,,,,
,,,,,,,,,,,,,,,,"14079","37688","37.35671831882827","42282","43874","96.37142726899759",,,,,,
,,,,,,,,,,,,,,,,"14123","37688","37.47346635533857","42391","43874","96.6198659798514",,,,,,
,,,,,,,,,,,,,,,,"14163","37688","37.579600933984295","42473","43874","96.80676482654876",,,,,,
,,,,,,,,,,,,,,,,"14203","37688","37.68573551263002","42562","43874","97.00961845284223",,,,,,
,,,,,,,,,,,,,,,,"14251","37688","37.813097007004885","42626","43874","97.15549072343529",,,,,,
,,,,,,,,,,,,,,,,"14304","37688","37.953725323710465","42693","43874","97.30820075671241",,,,,,
,,,,,,,,,,,,,,,,"14352","37688","38.08108681808533","42749","43874","97.43583899348133",,,,,,
,,,,,,,,,,,,,,,,"14395","37688","38.195181490129485","42795","43874","97.54068468797009",,,,,,
,,,,,,,,,,,,,,,,"14441","37688","38.31723625557207","42838","43874","97.63869261977482",,,,,,
,,,,,,,,,,,,,,,,"14486","37688","38.436637656548506","42884","43874","97.74353831426357",,,,,,
,,,,,,,,,,,,,,,,"14525","37688","38.54011887072809","42935","43874","97.85978027989242",,,,,,
,,,,,,,,,,,,,,,,"14570","37688","38.65952027170452","42974","43874","97.94867119478506",,,,,,
,,,,,,,,,,,,,,,,"14619","37688","38.78953513054553","43005","43874","98.01932807585358",,,,,,
,,,,,,,,,,,,,,,,"14673","37688","38.93281681171726","43035","43874","98.08770570269408",,,,,,
,,,,,,,,,,,,,,,,"14731","37688","39.08671195075355","43062","43874","98.14924556685052",,,,,,
,,,,,,,,,,,,,,,,"14794","37688","39.25387391212057","43087","43874","98.20622692255094",,,,,,
,,,,,,,,,,,,,,,,"14864","37688","39.439609424750586","43100","43874","98.23585722751515",,,,,,
,,,,,,,,,,,,,,,,"14942","37688","39.64657185310974","43109","43874","98.2563705155673",,,,,,
