"BehaviorSpace results (NetLogo 6.0)"
"Fire.nlogo"
"experiment"
"12/13/2017 15:20:07:645 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-125","125","-125","125"
"[run number]","density","[step]","burned-trees","initial-trees","(burned-trees / initial-trees) * 100"
"6","60","195","9379","37688","24.885905327955847"
"6","60","196","9415","37688","24.981426448736997"
"7","70","107","14172","43874","32.30159091945116"
"6","60","197","9453","37688","25.082254298450437"
"6","60","198","9487","37688","25.172468690299297"
"6","60","199","9511","37688","25.23614943748673"
"6","60","200","9533","37688","25.29452345574188"
"7","70","108","14320","43874","32.638920545197614"
"6","60","201","9558","37688","25.360857567395456"
"9","90","92","19339","56347","34.321259339450194"
"6","60","202","9580","37688","25.419231585650603"
"8","80","78","13160","50229","26.200003981763526"
"6","60","203","9602","37688","25.47760560390575"
"6","60","204","9621","37688","25.52801952876247"
"7","70","109","14461","43874","32.96029539134795"
"6","60","205","9641","37688","25.581086818085332"
"6","60","206","9667","37688","25.650074294205048"
"1","10","12","31","6072","0.5105401844532279"
"8","80","79","13329","50229","26.53646299946246"
"6","60","207","9700","37688","25.73763532158777"
"7","70","110","14598","43874","33.272553220586225"
"6","60","208","9742","37688","25.849076629165786"
"6","60","209","9787","37688","25.968478030142222"
"9","90","93","19550","56347","34.6957247058406"
"6","60","210","9833","37688","26.090532795584803"
"6","60","211","9882","37688","26.220547654425815"
"8","80","80","13502","50229","26.880885544207526"
"7","70","111","14726","43874","33.56429776177235"
"6","60","212","9926","37688","26.33729569093611"
"6","60","213","9960","37688","26.427510082784973"
"6","60","214","9987","37688","26.499150923370834"
"7","70","112","14859","43874","33.86743857409856"
"6","60","215","10019","37688","26.584058586287412"
"9","90","94","19767","56347","35.08083837648854"
"8","80","81","13678","50229","27.231280734237195"
"6","60","216","10053","37688","26.674272978136276"
"6","60","217","10089","37688","26.769794098917426"
"6","60","218","10131","37688","26.881235406495435"
"7","70","113","14970","43874","34.1204357934084"
"6","60","219","10170","37688","26.984716620675016"
"6","60","220","10200","37688","27.064317554659308"
"8","80","82","13857","50229","27.587648569551455"
"6","60","221","10234","37688","27.154531946508172"
"9","90","95","19983","56347","35.46417732976024"
"7","70","114","15083","43874","34.37799152117427"
"6","60","222","10268","37688","27.244746338357036"
"6","60","223","10290","37688","27.303120356612183"
"6","60","224","10316","37688","27.372107832731906"
"7","70","115","15211","43874","34.66973606236039"
"6","60","225","10348","37688","27.457015495648484"
"8","80","83","14057","50229","27.985824921857894"
"6","60","226","10382","37688","27.54722988749735"
"6","60","227","10413","37688","27.629484185947785"
"9","90","96","20201","56347","35.851065717784444"
"7","70","116","15331","43874","34.94324656972238"
"6","60","228","10443","37688","27.709085119932077"
"6","60","229","10471","37688","27.783379324984082"
"8","80","84","14250","50229","28.370065101833603"
"6","60","230","10500","37688","27.86032689450223"
"7","70","117","15448","43874","35.20991931440033"
"6","60","231","10533","37688","27.947887921884952"
"6","60","232","10570","37688","28.046062407132244"
"6","60","233","10608","37688","28.14689025684568"
"9","90","97","20416","56347","36.232629953679876"
"6","60","234","10640","37688","28.231797919762258"
"7","70","118","15561","43874","35.4674750421662"
"6","60","235","10677","37688","28.329972405009553"
"8","80","85","14432","50229","28.732405582432456"
"6","60","236","10711","37688","28.420186796858417"
"6","60","237","10748","37688","28.518361282105708"
"7","70","119","15674","43874","35.725030769932076"
"6","60","238","10783","37688","28.611229038420717"
"6","60","239","10817","37688","28.70144343026958"
"9","90","98","20625","56347","36.603545885317764"
"6","60","240","10856","37688","28.80492464444916"
"8","80","86","14615","50229","29.096736944792852"
"7","70","120","15786","43874","35.98030724346994"
"6","60","241","10888","37688","28.889832307365737"
"6","60","242","10921","37688","28.977393334748463"
"6","60","243","10956","37688","29.070261091063472"
"7","70","121","15913","43874","36.26977253042804"
"6","60","244","10992","37688","29.165782211844622"
"8","80","87","14791","50229","29.447132134822514"
"6","60","245","11030","37688","29.266610061558058"
"9","90","99","20838","56347","36.98156068646068"
"6","60","246","11070","37688","29.37274464020378"
"7","70","122","16051","43874","36.584309613894334"
"6","60","247","11112","37688","29.48418594778179"
"6","60","248","11153","37688","29.592973890893653"
"6","60","249","11192","37688","29.696455105073234"
"8","80","88","14960","50229","29.78359115252145"
"6","60","250","11224","37688","29.781362767989812"
"7","70","123","16192","43874","36.905684460044675"
"6","60","251","11264","37688","29.887497346635534"
"9","90","100","21053","56347","37.363124922356114"
"6","60","252","11299","37688","29.98036510295054"
"6","60","253","11339","37688","30.086499681596262"
"7","70","124","16341","43874","37.245293340019145"
"8","80","89","15127","50229","30.116068406697327"
"6","60","254","11379","37688","30.192634260241984"
"6","60","255","11426","37688","30.31734239015071"
"6","60","256","11469","37688","30.43143706219486"
"9","90","101","21268","56347","37.744689158251546"
"6","60","257","11519","37688","30.56410528550202"
"7","70","125","16486","43874","37.57578520308155"
"8","80","90","15296","50229","30.452527424396266"
"6","60","258","11571","37688","30.70208023774146"
"6","60","259","11615","37688","30.818828274251754"
"6","60","260","11657","37688","30.930269581829762"
"6","60","261","11697","37688","31.036404160475485"
"8","80","91","15463","50229","30.785004678572143"
"6","60","262","11735","37688","31.13723201018892"
"7","70","126","16627","43874","37.89716004923189"
"6","60","263","11777","37688","31.24867331776693"
"9","90","102","21477","56347","38.115605089889435"
"6","60","264","11812","37688","31.341541074081935"
"7","70","127","16755","43874","38.18890459041802"
"6","60","265","11852","37688","31.447675652727657"
"6","60","266","11903","37688","31.582997240500955"
"8","80","92","15641","50229","31.13938163212487"
"6","60","267","11950","37688","31.707705370409677"
"7","70","128","16887","43874","38.48976614851621"
"9","90","103","21682","56347","38.479422152022295"
"6","60","268","11995","37688","31.827106771386116"
"6","60","269","12038","37688","31.941201443430266"
"6","60","270","12082","37688","32.05794947994057"
"8","80","93","15810","50229","31.475840649823805"
"6","60","271","12130","37688","32.185310974315435"
"6","60","272","12184","37688","32.32859265548716"
"7","70","129","17015","43874","38.78151068970233"
"9","90","104","21890","56347","38.84856336628392"
"6","60","273","12232","37688","32.45595414986202"
"1","10","13","31","6072","0.5105401844532279"
"6","60","274","12286","37688","32.59923583103375"
"8","80","94","15974","50229","31.802345258715086"
"7","70","130","17125","43874","39.032228654784156"
"6","60","275","12336","37688","32.7319040543409"
"6","60","276","12388","37688","32.86987900658034"
"6","60","277","12433","37688","32.989280407556784"
"9","90","105","22100","56347","39.221254015298065"
"6","60","278","12470","37688","33.087454892804075"
"7","70","131","17238","43874","39.28978438255003"
"8","80","95","16133","50229","32.118895458798704"
"6","60","279","12512","37688","33.19889620038208"
"6","60","280","12552","37688","33.3050307790278"
"6","60","281","12600","37688","33.43239227340267"
"6","60","282","12656","37688","33.58098068350668"
"9","90","106","22314","56347","39.60104353381724"
"8","80","96","16304","50229","32.459336240020704"
"6","60","283","12703","37688","33.705688813415414"
"7","70","132","17364","43874","39.57697041528012"
"6","60","284","12751","37688","33.83305030779028"
"6","60","285","12801","37688","33.96571853109743"
"8","80","97","16485","50229","32.81968583885803"
"6","60","286","12851","37688","34.098386754404586"
"9","90","107","22533","56347","39.9897066392177"
"6","60","287","12901","37688","34.231054977711736"
"7","70","133","17483","43874","39.8482016684141"
"6","60","288","12951","37688","34.36372320101889"
"6","60","289","12998","37688","34.48843133092762"
"6","60","290","13041","37688","34.602526002971764"
"8","80","98","16655","50229","33.1581357383185"
"6","60","291","13078","37688","34.70070048821906"
"6","60","292","13114","37688","34.79622160900021"
"7","70","134","17610","43874","40.137666955372204"
"9","90","108","22757","56347","40.387243331499455"
"6","60","293","13147","37688","34.88378263638293"
"6","60","294","13180","37688","34.97134366376565"
"6","60","295","13215","37688","35.06421142008066"
"7","70","135","17737","43874","40.42713224233031"
"8","80","99","16837","50229","33.52047621891736"
"6","60","296","13253","37688","35.1650392697941"
"9","90","109","22970","56347","40.76525813264238"
"6","60","297","13292","37688","35.26852048397368"
"6","60","298","13329","37688","35.36669496922097"
"7","70","136","17865","43874","40.718876783516436"
"6","60","299","13364","37688","35.45956272553598"
"6","60","300","13403","37688","35.56304393971556"
"9","90","110","23178","56347","41.134399346904004"
"8","80","100","17025","50229","33.89476199008541"
"6","60","301","13441","37688","35.663871789428995"
"6","60","302","13487","37688","35.78592655487158"
"7","70","137","18001","43874","41.02885535852669"
"6","60","303","13542","37688","35.93186160050944"
"9","90","111","23385","56347","41.50176584378938"
"7","70","138","18149","43874","41.36618498427315"
"6","60","304","13597","37688","36.07779664614731"
"8","80","101","17210","50229","34.26307511596886"
"6","60","305","13648","37688","36.21311823392061"
"6","60","306","13689","37688","36.321906177032474"
"6","60","307","13732","37688","36.43600084907663"
"7","70","139","18290","43874","41.68755983042349"
"9","90","112","23599","56347","41.88155536230855"
"6","60","308","13766","37688","36.52621524092549"
"8","80","102","17401","50229","34.64333353242151"
"6","60","309","13804","37688","36.62704309063893"
"6","60","310","13843","37688","36.730524304818516"
"7","70","140","18433","43874","42.01349318502986"
"6","60","311","13887","37688","36.847272341328804"
"6","60","312","13935","37688","36.97463383570367"
"9","90","113","23821","56347","42.27554261983779"
"8","80","103","17579","50229","34.99771048597424"
"6","60","313","13985","37688","37.10730205901083"
"6","60","314","14032","37688","37.23201018891955"
"7","70","141","18576","43874","42.339426539636236"
"6","60","315","14079","37688","37.35671831882827"
"6","60","316","14123","37688","37.47346635533857"
"8","80","104","17761","50229","35.3600509665731"
"6","60","317","14163","37688","37.579600933984295"
"7","70","142","18721","43874","42.669918402698634"
"9","90","114","24038","56347","42.66065629048574"
"6","60","318","14203","37688","37.68573551263002"
"6","60","319","14251","37688","37.813097007004885"
"6","60","320","14304","37688","37.953725323710465"
"7","70","143","18868","43874","43.004968774217076"
"8","80","105","17956","50229","35.74827291007187"
"6","60","321","14352","37688","38.08108681808533"
"6","60","322","14395","37688","38.195181490129485"
"9","90","115","24248","56347","43.033346939499886"
"6","60","323","14441","37688","38.31723625557207"
"7","70","144","19025","43874","43.36281168801568"
"6","60","324","14486","37688","38.436637656548506"
"8","80","106","18161","50229","36.15640367118596"
"6","60","325","14525","37688","38.54011887072809"
"6","60","326","14570","37688","38.65952027170452"
"7","70","145","19192","43874","43.74344714409445"
"6","60","327","14619","37688","38.78953513054553"
"9","90","116","24456","56347","43.40248815376152"
"6","60","328","14673","37688","38.93281681171726"
"8","80","107","18337","50229","36.506798861215636"
"1","10","14","31","6072","0.5105401844532279"
"6","60","329","14731","37688","39.08671195075355"
"7","70","146","19357","43874","44.11952409171719"
"6","60","330","14794","37688","39.25387391212057"
"6","60","331","14864","37688","39.439609424750586"
"7","70","147","19536","43874","44.52751059853216"
"6","60","332","14942","37688","39.64657185310974"
"9","90","117","24667","56347","43.77695352015192"
"8","80","108","18516","50229","36.863166696529895"
"6","60","333","15015","37688","39.84026745913818"
"7","70","148","19714","43874","44.93321785111911"
"6","60","334","15076","37688","40.002122691572914"
"8","80","109","18688","50229","37.20559835951343"
"6","60","335","15141","37688","40.17459138187222"
"7","70","149","19873","43874","45.29561927337375"
"6","60","336","15210","37688","40.35767353003609"
"9","90","118","24883","56347","44.16029247342361"
"6","60","337","15274","37688","40.527488855869244"
"7","70","150","20012","43874","45.61243561106806"
"6","60","338","15340","37688","40.70261091063468"
"8","80","110","18850","50229","37.52812120488164"
"6","60","339","15409","37688","40.88569305879856"
"6","60","340","15472","37688","41.052855020165566"
"9","90","119","25099","56347","44.5436314266953"
"7","70","151","20148","43874","45.92241418607831"
"6","60","341","15530","37688","41.20675015920187"
"8","80","111","19015","50229","37.85661669553445"
"6","60","342","15589","37688","41.36329866270431"
"7","70","152","20284","43874","46.23239276108857"
"6","60","343","15653","37688","41.533113988537465"
"6","60","344","15714","37688","41.6949692209722"
"9","90","120","25301","56347","44.90212433669938"
"8","80","112","19194","50229","38.212984530848715"
"7","70","153","20438","43874","46.583397912203125"
"6","60","345","15782","37688","41.875398004669925"
"6","60","346","15838","37688","42.02398641477394"
"6","60","347","15894","37688","42.17257482487795"
"8","80","113","19381","50229","38.58527942025523"
"7","70","154","20568","43874","46.87970096184528"
"9","90","121","25504","56347","45.26239196407972"
"6","60","348","15941","37688","42.29728295478667"
"6","60","349","15976","37688","42.390150711101676"
"7","70","155","20702","43874","47.18512102839951"
"6","60","350","16014","37688","42.490978560815115"
"8","80","114","19567","50229","38.955583427900216"
"6","60","351","16053","37688","42.59445977499469"
"9","90","122","25718","56347","45.6421814825989"
"6","60","352","16090","37688","42.69263426024199"
"7","70","156","20827","43874","47.470027806901584"
"6","60","353","16128","37688","42.79346210995542"
"6","60","354","16160","37688","42.878369772872"
"8","80","115","19743","50229","39.30597861792988"
"6","60","355","16188","37688","42.952663977924004"
"7","70","157","20944","43874","47.736700551579524"
"6","60","356","16211","37688","43.0136913606453"
"9","90","123","25931","56347","46.02019628374182"
"6","60","357","16242","37688","43.09594565909573"
"6","60","358","16275","37688","43.18350668647846"
"8","80","116","19919","50229","39.65637380795955"
"6","60","359","16309","37688","43.27372107832732"
"7","70","158","21062","43874","48.005652550485486"
"6","60","360","16341","37688","43.3586287412439"
"6","60","361","16377","37688","43.45414986202505"
"6","60","362","16416","37688","43.55763107620463"
"9","90","124","26140","56347","46.3911122153797"
"7","70","159","21173","43874","48.258649769795326"
"6","60","363","16456","37688","43.66376565485035"
"8","80","117","20107","50229","40.0306595791276"
"6","60","364","16501","37688","43.78316705582679"
"6","60","365","16547","37688","43.90522182126937"
"7","70","160","21266","43874","48.470620413000866"
"6","60","366","16593","37688","44.02727658671195"
"6","60","367","16633","37688","44.13341116535767"
"9","90","125","26342","56347","46.74960512538378"
"7","70","161","21371","43874","48.70994210694261"
"6","60","368","16670","37688","44.23158565060496"
"6","60","369","16707","37688","44.32976013585226"
"8","80","118","20292","50229","40.39897270501105"
"6","60","370","16744","37688","44.42793462109955"
"6","60","371","16782","37688","44.528762470812985"
"7","70","162","21478","43874","48.95382230934038"
"9","90","126","26553","56347","47.124070491774184"
"7","70","163","21595","43874","49.22049505401833"
"8","80","119","20482","50229","40.77724023970216"
"7","70","164","21719","43874","49.50312257829238"
"9","90","127","26762","56347","47.49498642341207"
"8","80","120","20670","50229","41.151526010870214"
"7","70","165","21855","43874","49.81310115330264"
"7","70","166","21980","43874","50.09800793180471"
"9","90","128","26981","56347","47.88364952881254"
"8","80","121","20852","50229","41.513866491469074"
"7","70","167","22130","43874","50.43989606600721"
"8","80","122","21039","50229","41.88616138087559"
"9","90","129","27187","56347","48.24924130832165"
"7","70","168","22255","43874","50.72480284450928"
"1","10","15","31","6072","0.5105401844532279"
"7","70","169","22406","43874","51.06897023293978"
"8","80","123","21216","50229","42.238547452666786"
"9","90","130","27387","56347","48.60418478357322"
"7","70","170","22555","43874","51.40857911291425"
"8","80","124","21391","50229","42.586951760934916"
"6","60","372","16819","37688","44.626936956060284"
"9","90","131","27595","56347","48.97332599783484"
"7","70","171","22707","43874","51.75502575557278"
"6","60","373","16854","37688","44.71980471237529"
"6","60","374","16881","37688","44.79144555296116"
"6","60","375","16911","37688","44.871046486945446"
"6","60","376","16938","37688","44.94268732753131"
"8","80","125","21556","50229","42.91544725158773"
"7","70","172","22849","43874","52.07867985595114"
"6","60","377","16962","37688","45.00636807471874"
"9","90","132","27801","56347","49.33891777734396"
"6","60","378","16991","37688","45.08331564423689"
"6","60","379","17018","37688","45.154956484822755"
"6","60","380","17046","37688","45.22925068987476"
"6","60","381","17072","37688","45.29823816599448"
"7","70","173","22996","43874","52.41373022746957"
"6","60","382","17098","37688","45.3672256421142"
"8","80","126","21730","50229","43.26186067809433"
"6","60","383","17122","37688","45.43090638930163"
"6","60","384","17151","37688","45.50785395881978"
"9","90","133","28009","56347","49.70805899160558"
"6","60","385","17179","37688","45.582148163871786"
"7","70","174","23130","43874","52.7191502940238"
"6","60","386","17206","37688","45.65378900445765"
"6","60","387","17229","37688","45.71481638717894"
"6","60","388","17248","37688","45.76523031203566"
"6","60","389","17273","37688","45.83156442368924"
"8","80","127","21908","50229","43.61623763164706"
"6","60","390","17300","37688","45.9032052642751"
"7","70","175","23260","43874","53.01545334366595"
"6","60","391","17320","37688","45.95627255359796"
"6","60","392","17346","37688","46.02526002971768"
"9","90","134","28223","56347","50.087848510124765"
"6","60","393","17372","37688","46.0942475058374"
"6","60","394","17397","37688","46.16058161749098"
"6","60","395","17422","37688","46.22691572914456"
"7","70","176","23378","43874","53.28440534257191"
"8","80","128","22090","50229","43.97857811224591"
"6","60","396","17440","37688","46.27467628953513"
"6","60","397","17460","37688","46.32774357885799"
"6","60","398","17484","37688","46.391424326045424"
"6","60","399","17504","37688","46.444491615368285"
"6","60","400","17527","37688","46.50551899808958"
"9","90","135","28439","56347","50.47118746339645"
"7","70","177","23506","43874","53.57614988375804"
"6","60","401","17549","37688","46.56389301634473"
"6","60","402","17571","37688","46.62226703459987"
"6","60","403","17592","37688","46.677987688388875"
"8","80","129","22268","50229","44.33295506579864"
"6","60","404","17619","37688","46.74962852897474"
"6","60","405","17647","37688","46.823922734026745"
"7","70","178","23644","43874","53.89068696722432"
"6","60","406","17673","37688","46.89291021014647"
"6","60","407","17695","37688","46.95128422840161"
"6","60","408","17723","37688","47.02557843345362"
"9","90","136","28655","56347","50.85452641666814"
"6","60","409","17743","37688","47.07864572277648"
"6","60","410","17764","37688","47.13436637656548"
"8","80","130","22444","50229","44.68335025582831"
"7","70","179","23782","43874","54.20522405069062"
"6","60","411","17783","37688","47.1847803014222"
"6","60","412","17812","37688","47.26172787094035"
"6","60","413","17845","37688","47.349288898323074"
"6","60","414","17882","37688","47.447463383570366"
"6","60","415","17921","37688","47.55094459774995"
"7","70","180","23900","43874","54.474176049596565"
"9","90","137","28865","56347","51.2272170656823"
"6","60","416","17957","37688","47.6464657185311"
"8","80","131","22625","50229","45.04369985466563"
"6","60","417","17990","37688","47.73402674591382"
"6","60","418","18022","37688","47.8189344088304"
"6","60","419","18058","37688","47.91445552961155"
"7","70","181","24017","43874","54.74084879427451"
"6","60","420","18093","37688","48.00732328592655"
"6","60","421","18123","37688","48.08692421991085"
"6","60","422","18159","37688","48.182445340692"
"8","80","132","22802","50229","45.39608592645683"
"9","90","138","29077","56347","51.60345714944895"
"6","60","423","18199","37688","48.28857991933772"
"7","70","182","24135","43874","55.009800793180474"
"6","60","424","18233","37688","48.37879431118658"
"6","60","425","18262","37688","48.455741880704736"
"6","60","426","18290","37688","48.53003608575674"
"7","70","183","24266","43874","55.30838309705064"
"6","60","427","18313","37688","48.591063468478026"
"6","60","428","18343","37688","48.67066440246232"
"6","60","429","18377","37688","48.76087879431118"
"8","80","133","22974","50229","45.73851758944036"
"6","60","430","18418","37688","48.86966673742305"
"6","60","431","18461","37688","48.9837614094672"
"9","90","139","29286","56347","51.97437308108683"
"7","70","184","24394","43874","55.60012763823677"
"6","60","432","18507","37688","49.10581617490978"
"6","60","433","18561","37688","49.24909785608151"
"7","70","185","24519","43874","55.88503441673885"
"6","60","434","18604","37688","49.363192528125666"
"9","90","140","29501","56347","52.35593731698227"
"8","80","134","23148","50229","46.084931015946964"
"6","60","435","18643","37688","49.46667374230525"
"7","70","186","24640","43874","56.16082417832885"
"6","60","436","18685","37688","49.57811504988325"
"6","60","437","18727","37688","49.689556357461264"
"7","70","187","24769","43874","56.45484797374299"
"6","60","438","18765","37688","49.7903842071747"
"9","90","141","29718","56347","52.741050987630224"
"6","60","439","18809","37688","49.90713224368499"
"7","70","188","24900","43874","56.75343027761317"
"8","80","135","23326","50229","46.439307969499694"
"6","60","440","18850","37688","50.01592018679686"
"6","60","441","18891","37688","50.124708129908726"
"7","70","189","25041","43874","57.074805123763504"
"9","90","142","29933","56347","53.12261522352565"
"6","60","442","18930","37688","50.22818934408831"
"7","70","190","25186","43874","57.40529698682592"
"6","60","443","18965","37688","50.32105710040331"
"6","60","444","19000","37688","50.41392485671832"
"8","80","136","23510","50229","46.80563021362161"
"6","60","445","19035","37688","50.506792613033326"
"7","70","191","25343","43874","57.763139900624516"
"9","90","143","30140","56347","53.48998172041103"
"6","60","446","19068","37688","50.594353640416045"
"6","60","447","19101","37688","50.681914667798765"
"6","60","448","19130","37688","50.75886223731692"
"7","70","192","25497","43874","58.11414505173907"
"6","60","449","19151","37688","50.81458289110592"
"6","60","450","19173","37688","50.872956909361065"
"8","80","137","23702","50229","47.18787951183579"
"6","60","451","19194","37688","50.928677563150075"
"6","60","452","19215","37688","50.98439821693908"
"9","90","144","30361","56347","53.882194260564006"
"7","70","193","25633","43874","58.42412362674933"
"6","60","453","19238","37688","51.04542559966036"
"6","60","454","19258","37688","51.09849288898323"
"6","60","455","19278","37688","51.151560178306084"
"6","60","456","19297","37688","51.201974103162804"
"8","80","138","23893","50229","47.56813792828844"
"6","60","457","19319","37688","51.260348121417955"
"7","70","194","25773","43874","58.74321921867165"
"6","60","458","19339","37688","51.31341541074082"
"6","60","459","19360","37688","51.36913606452982"
"6","60","460","19378","37688","51.4168966249204"
"9","90","145","30573","56347","54.25843434433067"
"6","60","461","19394","37688","51.45935045637869"
"6","60","462","19408","37688","51.496497558904686"
"6","60","463","19425","37688","51.541604754829116"
"7","70","195","25916","43874","59.069152573278025"
"6","60","464","19443","37688","51.5893653152197"
"8","80","139","24085","50229","47.95038722650261"
"6","60","465","19462","37688","51.63977924007642"
"6","60","466","19476","37688","51.67692634260243"
"6","60","467","19490","37688","51.71407344512843"
"6","60","468","19508","37688","51.761834005519006"
"6","60","469","19525","37688","51.806941201443436"
"9","90","146","30785","56347","54.63467442809733"
"7","70","196","26066","43874","59.41104070748051"
"6","60","470","19546","37688","51.86266185523244"
"6","60","471","19575","37688","51.939609424750586"
"6","60","472","19609","37688","52.02982381659945"
"6","60","473","19639","37688","52.10942475058374"
"8","80","140","24274","50229","48.3266638794322"
"6","60","474","19669","37688","52.18902568456804"
"7","70","197","26197","43874","59.709623011350686"
"6","60","475","19699","37688","52.268626618552325"
"6","60","476","19733","37688","52.35884101040119"
"6","60","477","19758","37688","52.42517512205477"
"9","90","147","30992","56347","55.0020409249827"
"6","60","478","19785","37688","52.49681596264063"
"6","60","479","19819","37688","52.58703035448949"
"7","70","198","26333","43874","60.019601586360935"
"6","60","480","19851","37688","52.67193801740607"
"8","80","141","24458","50229","48.69298612355412"
"6","60","481","19885","37688","52.76215240925494"
"6","60","482","19914","37688","52.839099978773085"
"6","60","483","19940","37688","52.90808745489281"
"7","70","199","26471","43874","60.33413866982723"
"6","60","484","19968","37688","52.982381659944814"
"9","90","148","31200","56347","55.371182139244326"
"6","60","485","20000","37688","53.06728932286139"
"8","80","142","24634","50229","49.04338131358379"
"6","60","486","20031","37688","53.14954362131182"
"6","60","487","20060","37688","53.226491190829975"
"7","70","200","26605","43874","60.63955873638146"
"6","60","488","20094","37688","53.316705582678836"
"6","60","489","20132","37688","53.417533432392275"
"9","90","149","31414","56347","55.7509716577635"
"8","80","143","24794","50229","49.361922395428934"
"6","60","490","20169","37688","53.51570791763957"
"7","70","201","26740","43874","60.9472580571637"
"6","60","491","20200","37688","53.59796221609"
"6","60","492","20227","37688","53.66960305667586"
"6","60","493","20257","37688","53.749203990660156"
"6","60","494","20295","37688","53.85003184037359"
"8","80","144","24961","50229","49.69439964960481"
"7","70","202","26871","43874","61.24584036103386"
"6","60","495","20346","37688","53.98535342814689"
"9","90","150","31632","56347","56.13786004578771"
"6","60","496","20395","37688","54.115368286987895"
"6","60","497","20442","37688","54.24007641689662"
"7","70","203","27003","43874","61.54670191913206"
"6","60","498","20494","37688","54.37805136913606"
"8","80","145","25127","50229","50.02488602201915"
"6","60","499","20543","37688","54.50806622797707"
"6","60","500","20590","37688","54.63277435788579"
"9","90","151","31848","56347","56.52119899905939"
"6","60","501","20642","37688","54.77074931012525"
"7","70","204","27146","43874","61.87263527373843"
"6","60","502","20701","37688","54.92729781362768"
"8","80","146","25305","50229","50.37926297557188"
"6","60","503","20748","37688","55.05200594353641"
"6","60","504","20785","37688","55.1501804287837"
"7","70","205","27289","43874","62.19856862834481"
"6","60","505","20835","37688","55.282848652090856"
"6","60","506","20881","37688","55.40490341753343"
"8","80","147","25495","50229","50.757530510262995"
"6","60","507","20936","37688","55.5508384631713"
"6","60","508","20990","37688","55.69412014434303"
"9","90","152","32070","56347","56.91518625658863"
"7","70","206","27423","43874","62.50398869489903"
"6","60","509","21047","37688","55.845361918913184"
"8","80","148","25674","50229","51.113898345577255"
"6","60","510","21098","37688","55.98068350668648"
"6","60","511","21157","37688","56.13723201018892"
"7","70","207","27567","43874","62.83220130373341"
"9","90","153","32295","56347","57.31449766624665"
"6","60","512","21211","37688","56.280513691360646"
"8","80","149","25847","50229","51.45832089032233"
"6","60","513","21269","37688","56.43440883039694"
"7","70","208","27705","43874","63.146738387199704"
"6","60","514","21323","37688","56.57769051156867"
"6","60","515","21387","37688","56.747505837401825"
"9","90","154","32511","56347","57.69783661951834"
"6","60","516","21458","37688","56.935894714497984"
"8","80","150","26002","50229","51.76690756335981"
"7","70","209","27838","43874","63.44987919952592"
"6","60","517","21525","37688","57.11367013372956"
"6","60","518","21582","37688","57.26491190829972"
"8","80","151","26176","50229","52.11332098986641"
"6","60","519","21645","37688","57.43207386966673"
"7","70","210","27970","43874","63.7507407576241"
"6","60","520","21704","37688","57.58862237316917"
"9","90","155","32721","56347","58.07052726853249"
"6","60","521","21763","37688","57.745170876671615"
"6","60","522","21808","37688","57.864572277648065"
"8","80","152","26359","50229","52.4776523522268"
"6","60","523","21854","37688","57.98662704309064"
"7","70","211","28108","43874","64.06527784109039"
"6","60","524","21906","37688","58.12460199533008"
"8","80","153","26553","50229","52.86388341396404"
"6","60","525","21957","37688","58.25992358310338"
"7","70","212","28249","43874","64.38665268724073"
"6","60","526","22004","37688","58.384631713012105"
"9","90","156","32933","56347","58.44676735229915"
"6","60","527","22053","37688","58.51464657185311"
"6","60","528","22104","37688","58.64996815962641"
"7","70","213","28389","43874","64.70574827916306"
"8","80","154","26742","50229","53.24016006689363"
"6","60","529","22146","37688","58.761409467204416"
"6","60","530","22184","37688","58.862237316917856"
"7","70","214","28512","43874","64.9860965492091"
"6","60","531","22228","37688","58.97898535342815"
"6","60","532","22270","37688","59.090426661006155"
"8","80","155","26933","50229","53.62041848334628"
"9","90","157","33151","56347","58.83365574032335"
"6","60","533","22310","37688","59.19656123965188"
"7","70","215","28637","43874","65.27100332771117"
"6","60","534","22355","37688","59.315962640628314"
"6","60","535","22410","37688","59.461897686266184"
"6","60","536","22467","37688","59.61313946083634"
"7","70","216","28761","43874","65.55363085198523"
"8","80","156","27115","50229","53.98275896394513"
"6","60","537","22531","37688","59.78295478666949"
"9","90","158","33376","56347","59.23296714998136"
"6","60","538","22595","37688","59.95277011250265"
"7","70","217","28889","43874","65.84537539317135"
"6","60","539","22667","37688","60.14381235406495"
"8","80","157","27294","50229","54.3391267992594"
"6","60","540","22726","37688","60.30036085756739"
"7","70","218","29029","43874","66.16447098509369"
"6","60","541","22788","37688","60.464869454468264"
"9","90","159","33597","56347","59.625179690134345"
"6","60","542","22852","37688","60.63468478030142"
"8","80","158","27467","50229","54.683549344004454"
"7","70","219","29164","43874","66.47217030587592"
"6","60","543","22910","37688","60.788579919337714"
"6","60","544","22966","37688","60.937168329441725"
"6","60","545","23032","37688","61.11229038420718"
"9","90","160","33813","56347","60.00851864340604"
"7","70","220","29319","43874","66.82545471121848"
"6","60","546","23088","37688","61.26087879431119"
"8","80","159","27652","50229","55.051862469887915"
"6","60","547","23133","37688","61.380280195287625"
"7","70","221","29455","43874","67.13543328622875"
"6","60","548","23178","37688","61.49968159626407"
"6","60","549","23227","37688","61.629696455105076"
"9","90","161","34029","56347","60.39185759667773"
"8","80","160","27830","50229","55.40623942344064"
"6","60","550","23274","37688","61.7544045850138"
"7","70","222","29595","43874","67.45452887815107"
"6","60","551","23322","37688","61.88176607938867"
